URI	rdf:type	skos:prefLabel	skos:altLabel	skos:hiddenLabel	skos:definition	skos:narrower	skos:broader	skos:scopeNote	skos:changeNote
544	skos:Concept	Composition musicale			Pris dans un sens général, ce mot exprime l'art d'inventer et d'écrire des chants, de les accompagner d'une bonne harmonie, de faire, en un mot, une pièce complète de musique avec toutes ses parties. C'est donc l'invention, la puissance, créatrice qui constituent le compositeur de génie. Ayez des idées neuves, parez-les de formes séduisantes, trouvez des mélodies simples, gracieuses, tendres et passionnées ; offrez aux sens, à l'intelligence et au coeur une brillante série de tableaux, d'images et de sentiments; à ces conditions vous prendrez rang parmi les génies créateurs ; la foule répétera vos chants, et votre nom deviendra populaire. Mais si, au lieu de toutes ces qualités, vous n'avez à votre disposition que des lieux communs, des banalités musicales, de ces phrases toutes faites qui ont couru dans toutes les partitions ; si vous ne sentez en vous le souffle poétique, cette harmonie instinctive, ce démon musical qui fait pressentir des oeuvres grandes et belles, croyez-nous, n'abordez pas la carrière de la composition : Soyez plutôt maçon, si c'est votre métier. On naît compositeur comme on naît poète. En musique, comme en poésie, les connaissances les plus étendues et les combinaisons les plus savantes ne sauraient remplacer le génie. Une composition musicale vraiment distinguée, suppose le développement et l'exercice des plus hautes facultés intellectuelles ; elle exige à la fois de l'esprit, de l'âme et du goût ; l'esprit qui crée et invente, l'âme qui s'émeut et se passionne, le goût qui choisit et dispose dans un ordre convenable les idées, les images. Tous les grands maîtres ont possédé à un degré éminent ces diverses facultés. Cependant il ne faudrait pas conclure de ceci que l'étude, ce qu'on appelle la science musicale, dût être rejetée comme inutile. Bien loin de là, la profonde connaissance des règles dictées par l'expérience et la raison, développe les idées du compositeur le mieux doué de la nature, et décuple les ressources de son génie en l'habituant à se jouer sans efforts des combinaisons les plus abstraites. Mais si une intelligence, même supérieure, a besoin du secours d'une éducation forte et solide pour féconder ses heureuses qualités, il faut bien se garder de tomber dans le fatal excès où quelques compositeurs modernes se sont laissés entraîner, en sacrifiant l'inspiration à la science du contre-point. Erreur funeste, et qui a été féconde en déceptions. La science ne saurait émouvoir si elle n'est vivifiée par l'imagination et le coeur. On remarquera que le plus grand nombre des compositeurs dont les oeuvres ont acquis une juste popularité, ne semblent avoir déployé qu'une érudition extrêmement bornée. Dans leurs productions, l'aridité de la science disparaît sous les fleurs de la poésie. Les théoriciens distinguent en musique deux sortes de compositions : les compositions idéales et les compositions rigoureuses. Dans les premières le compositeur se livrant entièrement à son imagination, n'envisage généralement qu'une partie principale, où toutes les idées ne sont liées entre elles que selon les règles du goût et de la cohérence, règles auxquelles on peut même déroger, soit pour l'expression, soit pour l'effet, et où toutes les parties sont absolument accessoires. Tels sont un air d'opéra, un solo de concerto, etc. Dans les compositions rigoureuses, le musicien traite, selon des lois très-précises, toutes les parties de la composition, lesquelles, bien que tendant à produire un effet unique et général, doivent se trouver disposées de façon à ce que chacune présente un intérêt particulier. C'est ce qui constitue l'art d'écrire à plusieurs parties réelles. La composition se fait à divers nombres de parties. On spécifie ordinairement ce nombre par les termes de compositions à deux, trois et quatre parties. Mais l'on comprend généralement sous le nom de composition à grand nombre celle qui est formée de plus de quatre parties. Parmi les compositions à grand nombre, on regarde comme la plus parfaite la composition à neuf parties réelles, il est presque impossible de faire mouvoir un plus grand nombre de parties sans doubler le dessin de l'une ou de plusieurs d'entre elles. Toutecomposition est vocale ou instrumentale. Dans la musique vocale, on doit d'abord avoir égard à l'étendue des voix. Dans les pièces d'un style sévère, dans les fugues, dans les choeurs, cette étendue ne doit pas excéder une dixième, parce qu'au-delà de cette limite le choriste crie dans le haut ou ne se fait pas entendre dans le bas. Dans les grands airs ou autres compositions libres, il est permis d'étendre l'échelle des mélodies, mais en ayant soin de circonscrire les phrases principales dans le diapason naturel des voix, et de n'aborder les sons aigus qu'accidentellement. Dans la musique instrumentale, l'étendue des parties se règle sur l'étendue des instruments. L'Allemagne excelle surtout dans la musique instrumentale. Haydn, Mozart et Beethoven ont porté la symphonie à ses dernières limites. La composition musicale se divise encore en composition religieuse, composition dramatique, composition de concert ou de salon. Les compositions religieuses doivent avoir une physionomie grave, sévère, imposante, appropriée aux sentiments qu'elles expriment, à la majesté des édifices où elles sont exécutées. On retrouve ce caractère dans les canons et les fugues des treizième et quatorzième siècles; mais c'est surtout à l'époque de la renaissance que la musique religieuse prit de beaux développements. Palestrina en fut alors le représentant le plus brillant et le plus élevé. Plus tard, Pergolèse imprima à ce genre de composition cette teinte de tendresse et de mélancolie qui formait le caractère distinctif de son talent. En Allemagne, Jean-Sébastien Bach, le plus illustre membre de cette famille si féconde en grand musiciens, parut au dix-huitième siècle, et nous a laissé, dans le genre sévère, des oeuvres qui serviront éternellement de modèles. En Italie, l'école napolitaine, où ont brillé Léo, Durante, Scarlatti, Iomelli, a produit des chefs-d'oeuvre. Mozart, dans son Requiem si célèbre ; Cherubini, dans ses messes, ont encore agrandi le domaine de la musique religieuse. De nos jours, Rossini, dans son Stabat, a su allier le sentiment religieux aux formes gracieuses de la musique moderne ; et Donizetti a prouvé, dans son Miserere, que le style sévère de l'église lui était aussi familier que les effets brillants du théâtre. Indépendamment de la composition religieuse proprement dite, il en existe une autre qui participe à la fois de la musique religieuse et de la musique dramatique ; nous voulons parler de l'oratorio. Haendel, dans le Messie et le Judas Machabée ; Haydn dans la Création et les Saisons ; Beethoven dans le Chrits au mont des Oliviers, Mendelssohn dans Paulns et Elias, ont laissé sous ce rapport des modèles accomplis. La passion, le mouvement, la verve, le coloris, l'éclat des images, tels sont les caractères que doivent avoir les compositions dramatiqnes. Ce genre est sans contredit le plus difficile de tous. Suivre le drame dans toutes ses phases, peindre toutes les situations, s'identifier à tous les personnages, animer les masses chorales et les faire participer à l'action ; marier les instruments et les voix, de manière à ce que l'intérêt se soutienne constamment, telle est la lâche du compositeur dramatique. Pour la remplir avec succès, il faut une grande puissance de lalent. L'Allemagne, l'Italie et la France ont rivalisé d'éclat, de verve et d'originalité dans la musique dramatique. Parlons maintenant des compositions de concert et de salon. On comprend dans cette catégorie les sonates, les concertos, et ce qu'on appelle aujourd'hui fantaisies pour le piano, pour le violon, pour la harpe, etc. Le caractère de ces productions est la coquetterie, la légèreté et la grâce. Parmi les compositions de concert et de salon, n'oublions pas de mentionner la Romance. Sous ce rapport, l'école française s'est placée, sans contredit, au premier rang, dans le monde musical. Rien n'égale la vogue et la popularité dont jouissent en Europe quelques-uns de nos compositeurs de romances. En Allemagne, les lieders de Schubert ont ouvert une route nouvelle aux compositeurs de salon et de concert. Sous l'influence des délicieuses mélodies de ce maître, le caractère de la romance française s'est agrandi et développé.				EP345886
545	skos:Concept	Composition par les nombres							
546	skos:Concept	Compositrice							PMB1260
547	skos:Concept	Compte-rendu					763.0		EP346015
548	skos:Concept	Comptine							PMB1261
549	skos:Concept	Conception de la Vierge Marie							PMB1262
551	skos:Concept	Concert			Ce mot vient du latin concinere, et signifie une réunion de musiciens qui exécutent des morceaux de musique vocale et instrumentale. En Italie un concert se nomme Aademia.		2485.0		EP347009;PMB1263
552	skos:Concept	Concert instrumental					1796.0		EP346567;PMB1264
553	skos:Concept	Concert privé							
554	skos:Concept	Concert vocal							PMB1265
555	skos:Concept	Concerto			On appelle concerto une pièce de musique faite pour quelque instrument particulier, avec accompagnement d'orchestre. Il y a des concertos de piano, de violon, de flûte, etc. Un concerto est ordinairement composé d'un allégro, d'un adagio et d'un rondeau. Le concerto a pris, depuis quelque temps, plus de développement et s'est élevé presque à la hauteur de la symphonie. Le concerto a été inventé pour placer en première ligne l'instrument favori, et le présenter de la manière la plus avantageuse, en établissant des contrastes entre l'ensemble d'un orchestre nombreux et les doux accents, les brillantes périodes du virtuose. Le concerto est le morceau de musique qui exige le plus de talent pour l'exécution. On nomme tutti les passages du concerto pendant lesquels l'orchestre joue seul.		1796.0		EP346568;PMB1266
556	skos:Concept	Concerto-grosso			Nom que l'on donnait dans le siècle dernier à des symphonies avec violon principal et d'autres parties obligées ou non.				PMB1267
557	skos:Concept	Concerto pour alto							PMB1268
558	skos:Concept	Concerto pour basson							PMB1269
559	skos:Concept	Concerto pour clarinette							PMB1270
560	skos:Concept	Concerto pour clavecin							PMB1271
561	skos:Concept	Concerto pour flûte							PMB1272
562	skos:Concept	Concerto pour guitare							PMB1273
563	skos:Concept	Concerto pour hautbois							PMB1274
564	skos:Concept	Concerto pour orgue							PMB1275
565	skos:Concept	Concerto pour piano							PMB1276
566	skos:Concept	Concerto pour violon							PMB1277
567	skos:Concept	Concerto pour violoncelle							PMB1278
568	skos:Concept	Concile de Trente					1980.0		EP346828
569	skos:Concept	Concordant			On nommait anciennement ainsi l'espèce de voix qui est entre la taille et la basse-taille, et qui peut chanter l'une et l'autre partie.				
570	skos:Concept	Concours			Assemblée de musiciens et de connaisseurs autorisée, dans laquelle une place vacante de maître de chapelle, de violoniste, etc., est emportée à la pluralité des suffrages par le concurrent le plus habile.				
571	skos:Concept	Condition de vie du musicien					572.0		EP347050
572	skos:Concept	Condition sociale					2493.0		EP347049
573	skos:Concept	Conduit			Tube par lequel le vent passe des soufflets dans les sommiers. Un fragment de musique qui ramène une idée principale s'appelle aussi conduit.				PMB1279
574	skos:Concept	Confesseur							PMB1280
575	skos:Concept	Confirmation							
576	skos:Concept	Confirmation religieuse							
578	skos:Concept	Confrérie des ménétriers					165.0		EP345780
579	skos:Concept	Confutation							
580	skos:Concept	Congrégation							
581	skos:Concept	Consécration d'église							EP345888
582	skos:Concept	Conservatoire de musique			C'est le nom que l'on donne aux grandes écoles de musique, parce qu'elles sont destinées à propager l'art et à le conserver dans toute sa pureté. C'est en Italie que furent fondés, au XVIIe siècle, les premiers Conservatoires. Ceux de Naples fournirent un grand nombre de chanteurs célèbres et de compositeurs éminents. Il suffit de citer Scarlatti, Porpora, Durante, Léo, Pergolèse, etc. Mais les plus beaux jours de ces établissements sont malheureusement passés.. — Après les Conservatoires de Naples venaient ceux de Venise, qui étaient entièrement consacrés aux femmes, comme ceux de Naples l'étaient aux hommes. On en comptait quatre : l'Ospedale della pietà, le Mendicanti, le Incurabili et l'Ospedaletto di san Giovanni. Deux de ces Conservatoires cessèrent dans les dernières années de la République. Celui des Mendicanti exista jusqu'à l'époque de la révolution. Celui de la Pietà, où sont les enfants trouvés, existe encore aujourd'hui. Le Conservatoire de musique de Paris fut fondé en 1793, par Sarette, celui de Milan en 1807, celui d'Espagne en 1830, ceux de Vienne et de Varsovie en 1821. Quelques autres Conservatoires ont été fondés dans ces derniers temps, sous divers titres, à Prague, à SaintPétersbourg, à Varsovie, à Berlin, Londres et Bruxelles. Presque tout ce qu'il y a en France de plus habile en chanteurs, en compositeurs, en instrumentistes, professent au Conservatoire de Paris. C'est, de tous les établissements de ce genre, celui qui est conçu sur le plan le plus vaste. Il a rendu de grands services à Ia nation, et formé des milliers d'instrumentistes. — Le Conservatoire de Paris, fondé par le vénérable Sarrette, dirigé ensuite par M. Perne, et plus tard par Chérubini, auquel succéda M. Auber, est aujourd'hui placé sous la direction de M. Ambroise Thomas.				EP345889
583	skos:Concept	Consonnance			On appelle consonnances certains intervalles qui plaisent immédiatement à l'oreille, parce que leur constitution saisit l'esprit d'un rapport parfait de tonalité, et développe en même temps en nous le sentiment de repos et de sens fini. Les intervalles consonnants répondent plus ou moins parfaitement à cette idée : aussi les divise-t-on en consonnances parfaites et en consonnances imparfaites. La quinte et l'octave sont des consonnances parfaites. Par extension on donne aussi ce nom à l'unisson, bien qu'il ne soit pas un intervalle. Les consonnances imparfaites sont : la tierce majeure ou mineure {ut, mi naturel, et la, ut), la quarte (sol ut), et les sixtes (ut, la et mi, ut). (Voyez les mots INTERVALLES et DISSONANCES.)				
584	skos:Concept	Consort							PMB22434
585	skos:Concept	Construction de théâtre					691.0		EP345936
586	skos:Concept	Construction du livret							EP345890
587	skos:Concept	Conte							EP345891;PMB1281
588	skos:Concept	Conte musical							PMB1282
589	skos:Concept	Continuo							PMB23347
590	skos:Concept	Contralto (voix)							
591	skos:Concept	Contrat de mariage							
592	skos:Concept	Contrebasse			La contrebasse est l'instrument le plus grand de la famille des violons. Les sons résonnent à l'octave basse de ceux du violoncelle. La contrebasse est le fondement des orchestres. Aucun autre instrument ne saurait le suppléer. La richesse de ses sons, son attaque pleine de franchise et de pompe, et surtout l'ordre admirable qu'elle porte dans les masses harmoniques, signalent partout sa présence. Il y a deux espèces de contrebasse : l'une à trois cordes et l'autre à quatre. Leur étendue est de deux octaves et une quarte, du mi grave de la voix de basse au la aigu du ténor, en comptant toutefois, pour les contrebasses à trois cordes, deux notes de moins au grave. Mais il faut observer que le son de l'une et de l'autre est plus grave d'une octave que la note écrite. La contrebasse à quatre cordes est plus généralement employée dans les orchestres. Comme elle est accordée en quartes, on peut exécuter une gamme entière sans démancher; elle possède ensuite, au grave, deux ou .même trois sons, dont la contrebasse à trois cordes est privée. La contrebasse est destinée, en général, à faire entendre la basse de l'harmonie. On peut l'isoler des violoncelles et même du quatuor des instruments à cordes, et l'associer aux instruments à vent qu'elle soutient avec beaucoup d'effet et de plénitude. A l'église, on l'emploie aussi pour soutenir les voix du choeur, et quelquefois la marier au son de l'orgue. La contrebasse n'est pas propre aux traits rapides. On a le tort, aujourd'hui, de lui en donner quelquefois qui sont à peu près inexécutables pour la plupart des contrebassistes. Aussi qu'arrive-t-il ? Les uns simplifient ces traits d'une manière, ceux-ci d'une autre, ceuxlà cherchent à rendre le passage avec fidélité, et tout cela réuni produit le plus abominable chaos de grognements sourds et rauques qui puisse épouvanter l'imagination. Le trémolo des contrebasses est quelquefois d'un effet dramatique saisissant; il donne à l'orchestre une physionomie menaçante, mais il faut éviter de le prolonger trop longtemps, à cause de la fatigue qu'il apporte aux exécutants zélés et fidèles. D'après Bottesini, qui a publié une excellente méthode de contrebasse, si la contrebasse acquiert par l'addition d'une quatrième corde une plus grande extension dans les sons graves, cette exteusion ne s'obtient qu'au détriment de la sonorité, qui, naturellement, diminue d'autant qu'on augmente le nombre des cordes. Les principaux contrebassistes virtuoses tels que Dragonetti et Bottesini, se sont toujours servis de la contrebasse à trois cordes.				PMB1283
593	skos:Concept	Contrebassiste					1152.0		EP346446
594	skos:Concept	Contrebasson			Instrument qui donne l'octave du basson.				
595	skos:Concept	Contre-chant							
